X=0, Y=0, distance between=0.0
X=12, Y=10, distance between=0.000493287495541
X=12, Y=11, distance between=0.00273964285985
X=12, Y=12, distance between=0.0
X=12, Y=13, distance between=4.55342303577e-05
X=12, Y=14, distance between=0.000531232687506
X=12, Y=15, distance between=0.000865150376796
X=12, Y=16, distance between=0.000220082113395
X=12, Y=17, distance between=0.000607123071436
X=12, Y=18, distance between=0.00110799960537
X=12, Y=19, distance between=0.000728547685723
X=12, Y=20, distance between=0.00059194499465
X=12, Y=21, distance between=7.58903839294e-05
X=12, Y=22, distance between=0.000637479225007
X=12, Y=23, distance between=0.000371862881254
X=12, Y=24, distance between=0.00107005441341
X=12, Y=25, distance between=0.00110799960537
X=12, Y=26, distance between=0.00134325979555
X=12, Y=27, distance between=0.000159369806252
X=12, Y=28, distance between=0.00138879402591
X=12, Y=29, distance between=0.000379451919647
X=12, Y=30, distance between=0.000394629996433
X=12, Y=31, distance between=0.00143432825627
X=12, Y=32, distance between=0.00012901365268
X=12, Y=33, distance between=0.000220082113395
Best distance for picture 13 was 1.51780767859e-05 at Y = 7
X=13, Y=0, distance between=0.00090309556876
X=13, Y=1, distance between=7.58903839294e-05
X=13, Y=2, distance between=0.000478109418756
X=13, Y=3, distance between=0.000561588841078
X=13, Y=4, distance between=0.000569177879471
X=13, Y=5, distance between=0.000242849228574
X=13, Y=6, distance between=6.07123071436e-05
X=13, Y=7, distance between=0.000227671151788
X=13, Y=8, distance between=0.000144191729466
X=13, Y=9, distance between=0.000652657301793
X=13, Y=10, distance between=0.000538821725899
X=13, Y=11, distance between=0.00278517709021
X=13, Y=12, distance between=4.55342303577e-05
X=13, Y=13, distance between=0.0
X=13, Y=14, distance between=0.000576766917864
X=13, Y=15, distance between=0.000910684607153
X=13, Y=16, distance between=0.000265616343753
X=13, Y=17, distance between=0.000652657301793
X=13, Y=18, distance between=0.00115353383573
X=13, Y=19, distance between=0.00077408191608
X=13, Y=20, distance between=0.000637479225007
X=13, Y=21, distance between=0.000121424614287
X=13, Y=22, distance between=0.000683013455365
X=13, Y=23, distance between=0.000417397111612
X=13, Y=24, distance between=0.00111558864376
X=13, Y=25, distance between=0.00115353383573
X=13, Y=26, distance between=0.00138879402591
X=13, Y=27, distance between=0.00020490403661
X=13, Y=28, distance between=0.00143432825627
